order_id,customer_id,restaurant_id,order_date
294,189,38,2024-05-20
295,396,50,2023-07-20
296,376,35,2025-02-17
297,408,16,2023-06-04
298,4,27,2023-01-25
299,120,35,2023-12-21
300,326,45,2025-06-17
301,5,22,2023-01-02
302,389,43,2024-01-21
303,435,48,2025-01-14
304,158,7,2023-07-30
305,272,16,2024-03-05
306,252,4,2023-05-26
307,365,18,2023-04-06
308,23,15,2025-05-15
309,267,27,2024-12-18
310,459,24,2024-04-14
311,499,48,2023-03-28
312,298,7,2024-06-01
313,69,41,2025-04-19
314,202,5,2024-08-29
315,291,4,2024-03-21
316,340,9,2023-08-31
317,150,17,2025-05-21
318,162,26,2024-12-18
319,426,48,2023-12-01
320,163,29,2023-10-06
321,120,5,2023-07-27
322,70,50,2025-02-27
323,300,7,2023-06-09
324,55,11,2024-04-05
325,239,21,2024-02-21
326,62,35,2024-01-02
327,494,50,2023-08-01
328,232,20,2024-04-19
329,136,8,2023-04-03
330,81,44,2023-11-08
331,424,46,2024-12-14
332,309,3,2023-08-09
333,428,21,2023-06-01
334,47,46,2023-09-12
335,496,23,2024-02-10
336,263,4,2024-11-24
337,154,17,2025-04-19
338,90,2,2024-02-19
339,438,29,2024-07-23
340,384,36,2023-09-13
341,49,30,2023-04-15
342,412,9,2023-05-05
343,7,4,2025-04-30
344,400,15,2023-05-14
345,102,26,2024-01-17
346,352,41,2024-10-22
347,44,38,2024-08-23
348,133,5,2023-01-23
349,34,13,2024-10-23
350,228,9,2023-04-05
351,464,22,2023-05-06
352,22,30,2023-02-21
353,87,37,2024-03-19
354,421,47,2024-02-09
355,255,2,2024-01-27
356,350,28,2023-06-26
357,182,14,2023-07-11
358,141,18,2024-04-01
359,453,10,2023-02-05
360,315,40,2024-09-23
361,126,42,2023-10-30
362,256,27,2025-06-22
363,282,31,2023-03-04
364,45,18,2024-01-28
365,71,27,2023-07-24
366,330,34,2023-09-13
367,323,35,2025-03-24
368,10,25,2025-03-11
369,366,23,2024-05-06
370,279,32,2023-12-19
371,468,37,2024-05-29
372,165,25,2023-10-04
373,93,2,2023-11-23
374,306,15,2023-01-31
375,459,50,2023-10-15
376,30,31,2024-06-26
377,184,50,2024-08-21
378,120,11,2023-04-13
379,127,43,2023-09-04
380,137,35,2025-04-15
381,406,48,2023-02-27
382,392,15,2024-08-12
383,434,25,2023-12-30
384,479,12,2023-06-30
385,122,38,2023-11-22
386,413,48,2024-12-15
387,184,38,2023-01-29
388,361,45,2023-12-27
389,486,37,2024-07-31
390,73,37,2023-07-12
391,429,32,2024-07-09
392,159,12,2024-05-17
393,20,6,2023-02-27
394,120,39,2023-08-13
395,11,34,2024-05-04
396,1,22,2024-09-20
397,104,9,2023-12-15
398,368,12,2025-04-01
399,433,21,2023-03-02
400,12,10,2024-08-23
401,361,10,2025-03-03
402,57,34,2025-05-31
403,187,5,2024-01-18
404,361,43,2024-02-10
405,301,7,2023-12-11
406,155,21,2023-05-20
407,500,11,2025-01-19
408,486,28,2025-03-21
409,328,32,2024-10-26
410,163,12,2024-12-25
411,496,36,2024-12-11
412,456,40,2025-03-16
413,183,15,2024-11-12
414,302,12,2024-01-23
415,158,47,2024-12-06
416,151,9,2023-07-01
417,374,1,2024-12-19
418,486,37,2024-02-05
419,436,50,2024-08-04
420,17,12,2024-09-08
421,163,40,2023-08-15
422,328,37,2023-04-17
423,480,32,2023-05-25
424,170,48,2023-03-21
425,122,23,2023-11-24
426,86,41,2025-06-25
427,494,6,2025-04-21
428,363,43,2024-10-16
429,374,22,2024-04-02
430,6,17,2023-08-03
431,128,45,2023-03-11
432,180,17,2025-03-16
433,56,47,2023-01-02
434,25,25,2024-03-24
435,376,27,2023-06-20
436,453,27,2024-05-19
437,452,25,2023-12-26
438,280,25,2023-04-14
439,425,31,2025-03-18
440,443,37,2024-10-28
441,389,44,2023-08-19
442,84,29,2023-03-17
443,410,3,2023-10-29
444,11,21,2023-09-25
445,488,7,2023-03-17
446,176,11,2025-06-28
447,193,11,2025-01-19
448,39,36,2023-04-06
449,174,39,2024-09-20
450,458,31,2024-12-22
451,16,28,2024-10-31
452,85,39,2024-03-20
453,81,4,2023-04-14
454,170,14,2023-07-14
455,210,45,2024-07-21
456,370,47,2024-07-07
457,136,43,2023-10-16
458,153,16,2023-04-09
459,26,26,2024-08-08
460,282,32,2023-06-07
461,28,24,2023-01-04
462,219,6,2023-10-29
463,422,43,2024-10-02
464,308,31,2023-07-24
465,50,2,2023-07-31
466,88,41,2023-10-26
467,42,31,2025-05-14
468,60,20,2025-03-14
469,204,31,2024-05-15
470,459,43,2023-09-29
471,47,42,2024-07-11
472,199,12,2024-01-15
473,454,25,2024-01-14
474,96,29,2023-02-15
475,135,29,2024-04-21
476,135,15,2025-05-07
477,138,37,2023-03-05
478,78,49,2024-12-14
479,342,7,2023-03-29
480,343,23,2025-04-07
481,278,27,2025-02-13
482,302,15,2024-07-20
483,32,25,2025-04-18
484,268,27,2024-07-02
485,352,31,2024-08-09
486,452,16,2024-05-02
487,154,6,2024-02-09
488,463,46,2023-02-05
489,258,37,2024-06-13
490,410,37,2024-11-24
491,318,10,2023-05-04
492,487,49,2024-04-04
493,89,11,2023-08-05
494,414,13,2023-05-10
495,22,28,2023-03-22
496,350,28,2023-07-26
497,422,41,2023-06-01
498,428,39,2023-09-22
499,164,47,2025-04-06
500,35,6,2024-02-02
501,285,26,2024-07-19
502,167,18,2024-06-16
503,235,1,2025-03-16
504,359,40,2024-08-24
505,268,27,2023-04-26
506,213,10,2023-06-01
507,291,38,2024-08-19
508,389,7,2023-04-19
509,289,50,2023-04-14
510,403,19,2025-06-07
511,275,23,2025-06-17
512,211,17,2024-01-28
513,336,32,2024-08-08
514,312,31,2023-02-08
515,89,18,2024-02-17
516,74,40,2024-09-15
517,349,45,2024-02-16
518,20,26,2025-06-29
519,451,22,2024-12-08
520,122,4,2025-02-02
521,244,18,2024-01-17
522,11,22,2025-04-17
523,407,20,2023-11-15
524,144,32,2025-05-28
525,357,44,2023-04-11
526,498,15,2023-05-18
527,154,48,2024-03-29
528,397,21,2023-10-03
529,374,27,2024-09-11
530,331,6,2023-07-12
531,227,14,2025-04-23
532,209,48,2024-05-11
533,389,34,2025-06-07
534,192,4,2024-06-11
535,406,11,2023-03-09
536,160,46,2024-06-02
537,207,9,2025-03-10
538,436,34,2025-06-19
539,292,2,2023-06-27
540,99,13,2025-05-07
541,30,16,2023-02-03
542,234,4,2024-01-05
543,361,13,2023-10-08
544,189,30,2024-06-01
545,204,41,2023-05-07
546,349,2,2023-09-05
547,191,32,2024-08-31
548,229,12,2025-06-10
549,243,38,2024-07-18
550,180,23,2023-06-17
551,429,17,2025-02-05
552,426,45,2023-04-03
553,146,2,2024-01-31
554,26,11,2025-05-24
555,293,50,2023-08-08
556,439,15,2024-10-24
557,116,44,2023-07-31
558,138,42,2024-02-24
559,263,2,2025-06-04
560,400,50,2024-11-29
561,5,31,2023-05-16
562,332,12,2024-09-07
563,411,1,2023-08-18
564,130,39,2025-04-04
565,483,20,2024-12-30
566,496,46,2024-10-20
567,141,28,2024-01-21
568,437,23,2024-04-15
569,130,14,2024-04-22
570,155,44,2024-06-17
571,423,40,2024-02-11
572,300,7,2023-01-08
573,262,43,2025-05-13
574,430,24,2024-07-28
575,332,39,2024-09-15
576,145,20,2024-12-01
577,56,31,2023-03-07
578,173,18,2024-10-17
579,167,18,2023-09-25
580,336,46,2024-10-29
581,153,13,2023-06-03
582,265,49,2023-09-04
583,461,4,2025-04-04
584,439,39,2024-02-18
585,339,21,2024-11-28
586,72,47,2023-01-27
587,336,32,2023-10-30
588,133,27,2024-02-19
589,199,48,2023-02-06
590,299,46,2024-08-08
591,418,13,2023-12-18
592,372,46,2023-08-16
593,352,35,2024-10-15
594,402,31,2024-11-18
595,184,33,2023-11-04
596,433,11,2025-05-10
597,337,36,2023-07-05
598,151,7,2024-04-27
599,66,48,2023-09-22
600,372,36,2025-02-20
601,468,12,2024-11-27
602,461,22,2024-11-01
603,46,15,2023-12-30
604,115,48,2025-06-11
605,158,27,2025-03-18
606,455,22,2024-01-16
607,134,38,2023-10-29
608,238,8,2024-04-26
609,28,41,2024-08-20
610,298,40,2023-03-14
611,242,13,2024-05-27
612,62,44,2024-01-26
613,272,20,2024-02-28
614,28,10,2023-05-21
615,103,22,2024-02-24
616,292,30,2023-05-27
617,162,46,2023-07-04
618,399,6,2024-05-14
619,171,41,2023-07-01
620,161,41,2023-03-01
621,3,29,2023-10-08
622,108,49,2025-03-03
623,87,37,2025-02-21
624,82,32,2025-03-15
625,391,50,2023-04-01
626,67,40,2024-03-20
627,325,28,2024-02-18
628,220,31,2024-01-28
629,3,3,2024-06-30
630,103,47,2024-01-18
631,487,1,2023-11-26
632,388,34,2023-07-15
633,10,44,2023-01-05
634,321,47,2023-09-12
635,116,45,2025-06-17
636,177,20,2023-05-13
637,53,25,2024-05-30
638,302,20,2023-06-21
639,34,3,2023-11-02
640,486,19,2024-04-11
641,373,34,2024-09-02
642,269,22,2024-03-20
643,455,44,2023-05-18
644,176,32,2024-01-03
645,385,13,2023-06-18
646,486,26,2023-01-20
647,117,15,2025-01-14
648,68,14,2025-01-21
649,12,38,2024-05-31
650,87,8,2024-01-11
651,365,42,2025-03-22
652,20,25,2025-06-16
653,328,17,2025-02-28
654,274,40,2023-02-19
655,305,4,2024-11-08
656,56,42,2025-05-06
657,11,4,2024-12-07
658,60,27,2024-03-30
659,195,8,2024-07-14
660,130,31,2024-12-19
661,79,14,2024-12-12
662,352,41,2023-01-10
663,155,27,2024-11-08
664,52,43,2024-06-16
665,139,40,2024-09-12
666,359,9,2024-03-04
667,426,7,2024-06-07
668,369,40,2023-05-01
669,145,8,2025-03-14
670,55,32,2023-07-23
671,312,13,2025-03-07
672,135,34,2023-07-26
673,184,46,2024-02-24
674,152,11,2023-02-10
675,281,32,2023-08-01
676,353,31,2023-12-05
677,121,1,2023-01-14
678,344,6,2023-04-24
679,428,37,2024-11-16
680,253,10,2023-04-03
681,400,33,2023-03-18
682,371,47,2023-04-14
683,464,17,2024-10-21
684,119,30,2023-10-31
685,136,30,2023-02-21
686,52,12,2025-06-14
687,21,19,2024-01-04
688,411,44,2023-11-17
689,219,48,2023-04-29
690,49,49,2023-02-16
691,5,9,2024-11-10
692,332,11,2023-12-03
693,184,29,2024-09-28
694,138,47,2023-04-06
695,191,22,2023-07-07
696,59,26,2024-02-14
697,493,30,2023-10-06
698,428,25,2024-12-07
699,436,31,2025-03-30
700,216,42,2025-06-26
701,409,11,2023-04-26
702,68,45,2025-01-13
703,31,11,2023-04-17
704,214,38,2024-05-09
705,411,37,2024-11-25
706,225,12,2024-09-17
707,195,50,2024-01-03
708,314,2,2025-06-02
709,351,47,2023-05-14
710,248,32,2023-04-26
711,455,27,2024-03-27
712,24,5,2023-09-25
713,336,21,2023-01-13
714,361,44,2024-06-21
715,393,48,2024-08-13
716,371,37,2023-08-18
717,490,43,2025-06-13
718,174,34,2024-06-19
719,353,45,2024-09-25
720,49,28,2024-11-08
721,373,16,2024-05-08
722,178,43,2024-11-23
723,329,25,2023-06-02
724,430,36,2024-09-19
725,28,1,2024-10-20
726,479,11,2024-06-01
727,435,31,2025-05-22
728,254,11,2023-03-18
729,385,32,2023-11-25
730,124,22,2023-10-12
731,26,33,2023-08-17
732,282,42,2024-01-23
733,207,16,2023-03-22
734,236,29,2025-03-31
735,294,29,2023-04-01
736,439,32,2024-04-02
737,162,8,2024-05-24
738,382,42,2023-01-19
739,53,26,2024-02-27
740,19,36,2024-07-16
741,1,6,2025-03-21
742,310,40,2024-10-14
743,156,33,2024-07-29
744,106,42,2024-11-18
745,234,22,2024-01-08
746,423,4,2025-04-16
747,115,30,2023-12-06
748,287,50,2024-09-26
749,308,31,2025-01-03
750,337,24,2025-01-03
751,232,8,2023-04-10
752,389,43,2023-08-16
753,2,22,2023-12-30
754,425,41,2025-03-30
755,150,36,2024-06-18
756,192,45,2023-04-19
757,24,11,2024-05-19
758,72,46,2025-01-30
759,370,27,2023-04-20
760,131,40,2023-07-20
761,97,8,2025-05-22
762,202,14,2024-04-13
763,423,13,2025-01-03
764,174,7,2025-02-14
765,213,3,2024-10-10
766,429,44,2024-08-25
767,64,50,2024-04-06
768,235,43,2024-08-26
769,490,33,2023-05-18
770,494,32,2023-01-05
771,272,48,2023-02-19
772,284,28,2025-05-08
773,300,31,2024-06-04
774,400,12,2024-12-09
775,297,12,2025-01-18
776,418,9,2023-04-17
777,199,43,2024-09-06
778,311,21,2024-05-31
779,452,25,2024-03-04
780,312,45,2025-02-19
781,128,18,2024-02-12
782,494,22,2023-10-29
783,232,9,2023-05-22
784,212,39,2024-12-17
785,454,48,2024-06-08
786,154,45,2024-07-14
787,441,21,2024-12-29
788,378,36,2024-10-09
789,112,13,2023-08-03
790,320,46,2023-10-25
791,352,23,2024-11-19
792,68,46,2024-10-27
793,500,12,2024-05-30
794,278,45,2024-10-14
795,166,46,2023-04-29
796,390,23,2024-07-29
797,246,38,2024-08-07
798,483,43,2024-12-28
799,214,44,2025-02-04
800,458,35,2023-10-20
801,450,28,2025-04-07
802,7,34,2023-04-20
803,13,25,2023-05-29
804,28,43,2023-02-27
805,103,18,2025-02-07
806,403,11,2023-10-21
807,350,17,2023-05-30
808,430,4,2024-12-08
809,402,19,2023-07-28
810,386,35,2023-02-03
811,184,29,2023-04-15
812,316,44,2025-01-27
813,288,15,2025-01-30
814,332,36,2024-02-03
815,122,33,2025-03-14
816,408,45,2023-10-22
817,355,43,2023-02-18
818,475,25,2024-02-01
819,214,44,2023-11-17
820,495,36,2023-02-25
821,7,48,2023-09-15
822,104,40,2025-06-08
823,400,29,2025-04-29
824,116,41,2024-12-22
825,364,42,2024-01-12
826,387,38,2024-07-13
827,379,39,2023-07-21
828,398,47,2023-07-18
829,151,29,2023-07-01
830,350,5,2023-07-11
831,493,12,2025-01-22
832,264,8,2024-01-22
833,21,28,2023-10-13
834,285,17,2023-05-14
835,83,38,2025-05-16
836,131,1,2023-12-05
837,239,46,2023-06-08
838,21,10,2023-11-27
839,306,4,2025-03-03
840,478,41,2024-09-22
841,432,43,2023-11-05
842,252,37,2024-07-17
843,184,5,2025-03-13
844,363,21,2024-06-22
845,113,12,2024-06-17
846,35,33,2023-06-13
847,213,35,2024-07-03
848,207,6,2023-12-24
849,114,14,2024-11-10
850,170,22,2024-01-05
851,151,14,2025-02-09
852,317,34,2024-05-01
853,288,49,2024-10-26
854,5,8,2024-11-15
855,178,29,2023-09-04
856,464,42,2024-09-20
857,471,40,2023-09-07
858,491,3,2024-11-29
859,454,21,2024-01-26
860,469,8,2024-01-31
861,132,35,2025-01-11
862,145,2,2024-06-13
863,421,50,2024-01-19
864,264,33,2024-04-01
865,250,3,2023-10-31
866,460,42,2023-07-17
867,165,33,2023-03-26
868,486,7,2023-06-21
869,498,50,2024-07-04
870,274,1,2024-10-03
871,34,14,2024-11-17
872,323,50,2023-08-07
873,443,44,2024-03-10
874,428,7,2023-07-30
875,276,45,2025-06-18
876,500,48,2025-03-04
877,223,42,2025-04-16
878,482,5,2025-02-03
879,352,10,2023-01-25
880,236,46,2023-12-06
881,20,6,2023-03-17
882,28,12,2025-03-24
883,129,36,2023-03-14
884,295,15,2023-09-22
885,209,25,2024-04-06
886,323,26,2024-03-19
887,162,2,2024-02-03
888,345,8,2024-07-01
889,4,42,2025-01-07
890,317,5,2025-02-13
891,382,38,2023-02-16
892,359,5,2024-01-02
893,476,33,2023-04-19
894,149,44,2023-11-05
895,311,6,2023-10-16
896,392,29,2024-01-26
897,203,43,2023-02-01
898,243,11,2024-06-30
899,113,9,2025-02-03
900,201,35,2023-10-30
901,492,41,2023-05-28
902,153,44,2025-06-27
903,469,47,2024-10-25
904,192,1,2024-07-20
905,448,36,2023-05-25
906,64,3,2023-01-06
907,294,39,2024-02-08
908,276,36,2023-03-29
909,157,14,2025-02-05
910,380,47,2023-12-19
911,109,27,2024-10-23
912,436,33,2023-05-26
913,83,12,2023-08-15
914,316,17,2023-07-18
915,59,12,2024-11-18
916,410,37,2025-05-22
917,28,49,2024-07-16
918,237,42,2024-07-16
919,38,19,2024-11-18
920,35,17,2023-04-11
921,102,47,2024-08-17
922,250,22,2024-01-01
923,66,43,2024-11-02
924,121,7,2023-10-19
925,318,5,2023-07-18
926,163,32,2024-04-06
927,169,40,2024-11-06
928,157,45,2024-08-21
929,79,37,2024-08-03
930,187,21,2024-03-14
931,87,1,2023-11-17
932,127,15,2024-12-30
933,379,42,2024-03-22
934,142,24,2023-05-18
935,348,47,2023-12-06
936,450,31,2024-04-18
937,229,23,2025-03-04
938,157,32,2024-07-18
939,56,12,2024-10-23
940,311,6,2025-05-11
941,144,9,2024-07-05
942,101,17,2025-01-21
943,454,41,2023-03-20
944,373,5,2023-01-20
945,435,33,2024-10-08
946,16,38,2024-08-15
947,208,50,2024-08-27
948,109,3,2024-07-18
949,134,35,2024-07-06
950,242,42,2025-03-04
951,77,24,2024-02-06
952,115,50,2024-08-26
953,376,19,2023-05-18
954,238,33,2024-06-06
955,47,26,2024-01-08
956,258,1,2024-11-09
957,123,40,2024-12-01
958,85,49,2024-06-10
959,72,29,2023-06-13
960,92,37,2024-08-02
961,338,10,2025-01-23
962,375,31,2024-01-03
963,21,15,2025-02-18
964,250,15,2023-03-06
965,136,24,2023-08-28
966,22,43,2023-07-31
967,266,24,2024-02-02
968,241,30,2025-06-21
969,24,3,2024-10-26
970,166,7,2024-12-21
971,496,34,2024-10-10
972,425,18,2025-05-04
973,380,17,2024-08-15
974,279,37,2023-06-28
975,193,42,2024-01-23
976,188,38,2024-10-31
977,460,5,2024-06-13
978,129,25,2023-08-17
979,265,26,2023-12-28
980,419,23,2024-05-13
981,406,31,2025-06-27
982,310,1,2024-05-28
983,452,9,2024-03-26
984,85,15,2023-03-20
985,264,42,2023-10-15
986,109,10,2023-07-11
987,81,24,2024-09-08
988,368,8,2024-11-07
989,118,27,2025-04-10
990,170,47,2023-04-27
991,247,44,2024-05-05
992,246,14,2024-08-27
993,83,42,2025-05-03
994,211,2,2023-09-07
995,23,9,2024-08-10
996,304,11,2023-05-18
997,323,33,2023-02-10
998,457,37,2023-05-31
999,29,11,2023-09-22
1000,473,12,2024-06-13
1001,491,26,2024-09-05
1002,497,37,2024-10-14
1003,10,47,2025-01-15
1004,339,19,2023-03-29
1005,111,29,2024-09-13
1006,242,31,2023-06-24
1007,113,27,2024-09-07
1008,74,38,2025-04-20
1009,393,12,2024-09-30
1010,338,33,2023-09-28
1011,86,47,2024-12-03
1012,176,30,2024-09-02
1013,303,5,2023-08-24
1014,194,25,2023-05-16
1015,56,2,2023-07-27
1016,268,33,2024-12-01
1017,215,10,2024-09-12
1018,50,12,2024-05-02
1019,462,40,2024-09-06
1020,20,35,2024-05-30
1021,386,8,2023-04-06
1022,247,43,2023-05-14
1023,462,39,2024-07-06
1024,424,1,2025-03-04
1025,348,42,2024-03-17
1026,268,27,2024-01-15
1027,448,3,2024-12-15
1028,272,28,2023-08-23
1029,481,31,2025-03-19
1030,394,25,2023-12-25
1031,302,48,2025-02-18
1032,429,45,2024-08-12
1033,51,28,2023-05-18
1034,131,31,2025-02-23
1035,120,6,2023-10-18
1036,307,35,2024-02-23
1037,132,13,2023-01-06
1038,364,48,2025-03-19
1039,4,37,2024-06-19
1040,61,34,2023-01-08
1041,193,42,2023-07-30
1042,353,21,2024-02-23
1043,186,7,2023-06-08
1044,219,42,2024-08-22
1045,130,17,2025-05-25
1046,275,28,2024-08-01
1047,188,40,2023-10-10
1048,349,26,2025-02-12
1049,105,27,2024-07-19
1050,402,36,2024-05-09
1051,92,24,2024-07-26
1052,285,31,2023-09-17
1053,158,37,2023-12-19
1054,397,46,2024-02-12
1055,377,9,2025-05-25
1056,443,43,2023-05-02
1057,383,15,2024-04-02
1058,401,45,2023-06-15
1059,52,14,2024-06-04
1060,206,22,2025-03-31
1061,282,40,2024-12-14
1062,351,46,2023-02-23
1063,83,25,2024-10-13
1064,3,6,2025-04-23
1065,75,31,2024-09-06
1066,223,6,2023-03-07
1067,135,15,2024-01-15
1068,41,39,2023-02-08
